"","ppt","age","sex","condition","version","type_quest","type_resp","resp","conf","type","cond_rc","cond_rc2","type_rc","type_rc2"
"865",72,17,"F","Imagerie avant","C","leading_1","Homme",1,2,"leading",-1,-1,1,1
"866",72,17,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"867",72,17,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"868",72,17,"F","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"869",72,17,"F","Imagerie avant","C","misleading_1","3",1,1,"misleading",-1,-1,-2,0
"870",72,17,"F","Imagerie avant","C","misleading_2","Bras",0,5,"misleading",-1,-1,-2,0
"871",72,17,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"872",72,17,"F","Imagerie avant","C","misleading_4","Tête",1,4,"misleading",-1,-1,-2,0
"873",72,17,"F","Imagerie avant","C","neutral_1","Journalistes",0,4,"neutral",-1,-1,1,-1
"874",72,17,"F","Imagerie avant","C","neutral_2","1er étage",1,5,"neutral",-1,-1,1,-1
"875",72,17,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"876",72,17,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"877",73,18,"F","Imagerie avant","C","leading_1","Homme",1,4,"leading",-1,-1,1,1
"878",73,18,"F","Imagerie avant","C","leading_2","menaces d'attentat",0,3,"leading",-1,-1,1,1
"879",73,18,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"880",73,18,"F","Imagerie avant","C","leading_4","matraque",1,4,"leading",-1,-1,1,1
"881",73,18,"F","Imagerie avant","C","misleading_1","3",1,3,"misleading",-1,-1,-2,0
"882",73,18,"F","Imagerie avant","C","misleading_2","Front",1,3,"misleading",-1,-1,-2,0
"883",73,18,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"884",73,18,"F","Imagerie avant","C","misleading_4","Tête",1,4,"misleading",-1,-1,-2,0
"885",73,18,"F","Imagerie avant","C","neutral_1","Journalistes",0,4,"neutral",-1,-1,1,-1
"886",73,18,"F","Imagerie avant","C","neutral_2","1er étage",1,2,"neutral",-1,-1,1,-1
"887",73,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"888",73,18,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"889",74,20,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"890",74,20,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,3,"leading",-1,-1,1,1
"891",74,20,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"892",74,20,"F","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"893",74,20,"F","Imagerie avant","C","misleading_1","2",0,4,"misleading",-1,-1,-2,0
"894",74,20,"F","Imagerie avant","C","misleading_2","Front",1,3,"misleading",-1,-1,-2,0
"895",74,20,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"896",74,20,"F","Imagerie avant","C","misleading_4","Tête",1,5,"misleading",-1,-1,-2,0
"897",74,20,"F","Imagerie avant","C","neutral_1","Journalistes",0,5,"neutral",-1,-1,1,-1
"898",74,20,"F","Imagerie avant","C","neutral_2","2ème étage",0,1,"neutral",-1,-1,1,-1
"899",74,20,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"900",74,20,"F","Imagerie avant","C","neutral_4","bleue",1,4,"neutral",-1,-1,1,-1
"901",75,18,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"902",75,18,"F","Imagerie avant","C","leading_2","menaces d'attentat",0,5,"leading",-1,-1,1,1
"903",75,18,"F","Imagerie avant","C","leading_3","salle",1,5,"leading",-1,-1,1,1
"904",75,18,"F","Imagerie avant","C","leading_4","matraque",1,4,"leading",-1,-1,1,1
"905",75,18,"F","Imagerie avant","C","misleading_1","3",1,4,"misleading",-1,-1,-2,0
"906",75,18,"F","Imagerie avant","C","misleading_2","Bras",0,1,"misleading",-1,-1,-2,0
"907",75,18,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"908",75,18,"F","Imagerie avant","C","misleading_4","Tête",1,4,"misleading",-1,-1,-2,0
"909",75,18,"F","Imagerie avant","C","neutral_1","Police",1,5,"neutral",-1,-1,1,-1
"910",75,18,"F","Imagerie avant","C","neutral_2","1er étage",1,2,"neutral",-1,-1,1,-1
"911",75,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,2,"neutral",-1,-1,1,-1
"912",75,18,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"913",76,19,"F","Imagerie avant","C","leading_1","Homme",1,3,"leading",-1,-1,1,1
"914",76,19,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,5,"leading",-1,-1,1,1
"915",76,19,"F","Imagerie avant","C","leading_3","salle",1,4,"leading",-1,-1,1,1
"916",76,19,"F","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"917",76,19,"F","Imagerie avant","C","misleading_1","2",0,4,"misleading",-1,-1,-2,0
"918",76,19,"F","Imagerie avant","C","misleading_2","Front",1,5,"misleading",-1,-1,-2,0
"919",76,19,"F","Imagerie avant","C","misleading_3","Quasiment vide",0,2,"misleading",-1,-1,-2,0
"920",76,19,"F","Imagerie avant","C","misleading_4","Tête",1,4,"misleading",-1,-1,-2,0
"921",76,19,"F","Imagerie avant","C","neutral_1","Journalistes",0,4,"neutral",-1,-1,1,-1
"922",76,19,"F","Imagerie avant","C","neutral_2","1er étage",1,3,"neutral",-1,-1,1,-1
"923",76,19,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"924",76,19,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"925",77,18,"F","Imagerie avant","C","leading_1","Homme",1,5,"leading",-1,-1,1,1
"926",77,18,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,3,"leading",-1,-1,1,1
"927",77,18,"F","Imagerie avant","C","leading_3","salle",1,4,"leading",-1,-1,1,1
"928",77,18,"F","Imagerie avant","C","leading_4","matraque",1,2,"leading",-1,-1,1,1
"929",77,18,"F","Imagerie avant","C","misleading_1","2",0,4,"misleading",-1,-1,-2,0
"930",77,18,"F","Imagerie avant","C","misleading_2","Front",1,5,"misleading",-1,-1,-2,0
"931",77,18,"F","Imagerie avant","C","misleading_3","Quasiment vide",0,2,"misleading",-1,-1,-2,0
"932",77,18,"F","Imagerie avant","C","misleading_4","Tête",1,5,"misleading",-1,-1,-2,0
"933",77,18,"F","Imagerie avant","C","neutral_1","Journalistes",0,3,"neutral",-1,-1,1,-1
"934",77,18,"F","Imagerie avant","C","neutral_2","1er étage",1,2,"neutral",-1,-1,1,-1
"935",77,18,"F","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"936",77,18,"F","Imagerie avant","C","neutral_4","bleue",1,5,"neutral",-1,-1,1,-1
"937",78,18,"F","Imagerie avant","C","leading_1","Femme",0,4,"leading",-1,-1,1,1
"938",78,18,"F","Imagerie avant","C","leading_2","menaces d'assassinat",1,3,"leading",-1,-1,1,1
"939",78,18,"F","Imagerie avant","C","leading_3","salle",1,4,"leading",-1,-1,1,1
"940",78,18,"F","Imagerie avant","C","leading_4","matraque",1,2,"leading",-1,-1,1,1
"941",78,18,"F","Imagerie avant","C","misleading_1","3",1,4,"misleading",-1,-1,-2,0
"942",78,18,"F","Imagerie avant","C","misleading_2","Front",1,2,"misleading",-1,-1,-2,0
"943",78,18,"F","Imagerie avant","C","misleading_3","Quasiment pleine",1,2,"misleading",-1,-1,-2,0
"944",78,18,"F","Imagerie avant","C","misleading_4","Tête",1,2,"misleading",-1,-1,-2,0
"945",78,18,"F","Imagerie avant","C","neutral_1","Journalistes",0,4,"neutral",-1,-1,1,-1
"946",78,18,"F","Imagerie avant","C","neutral_2","1er étage",1,5,"neutral",-1,-1,1,-1
"947",78,18,"F","Imagerie avant","C","neutral_3","""à bas les députés""",0,4,"neutral",-1,-1,1,-1
"948",78,18,"F","Imagerie avant","C","neutral_4","bleue",1,4,"neutral",-1,-1,1,-1
"949",79,21,"H","Imagerie avant","C","leading_1","Homme",1,3,"leading",-1,-1,1,1
"950",79,21,"H","Imagerie avant","C","leading_2","menaces d'attentat",0,4,"leading",-1,-1,1,1
"951",79,21,"H","Imagerie avant","C","leading_3","salle",1,4,"leading",-1,-1,1,1
"952",79,21,"H","Imagerie avant","C","leading_4","matraque",1,5,"leading",-1,-1,1,1
"953",79,21,"H","Imagerie avant","C","misleading_1","2",0,3,"misleading",-1,-1,-2,0
"954",79,21,"H","Imagerie avant","C","misleading_2","Front",1,5,"misleading",-1,-1,-2,0
"955",79,21,"H","Imagerie avant","C","misleading_3","Quasiment pleine",1,1,"misleading",-1,-1,-2,0
"956",79,21,"H","Imagerie avant","C","misleading_4","Tête",1,3,"misleading",-1,-1,-2,0
"957",79,21,"H","Imagerie avant","C","neutral_1","Police",1,3,"neutral",-1,-1,1,-1
"958",79,21,"H","Imagerie avant","C","neutral_2","1er étage",1,2,"neutral",-1,-1,1,-1
"959",79,21,"H","Imagerie avant","C","neutral_3","""députés tous pourris""",1,5,"neutral",-1,-1,1,-1
"960",79,21,"H","Imagerie avant","C","neutral_4","bleue",1,4,"neutral",-1,-1,1,-1
"961",81,19,"F","Imagerie apres","A","leading_1","3",1,1,"leading",1,-1,1,1
"962",81,19,"F","Imagerie apres","A","leading_2","Bras",0,4,"leading",1,-1,1,1
"963",81,19,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"964",81,19,"F","Imagerie apres","A","leading_4","Torse",0,2,"leading",1,-1,1,1
"965",81,19,"F","Imagerie apres","A","misleading_1","Journalistes",0,4,"misleading",1,-1,-2,0
"966",81,19,"F","Imagerie apres","A","misleading_2","2ème étage",0,5,"misleading",1,-1,-2,0
"967",81,19,"F","Imagerie apres","A","misleading_3","""députés tous pourris""",1,3,"misleading",1,-1,-2,0
"968",81,19,"F","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"969",81,19,"F","Imagerie apres","A","neutral_1","Femme",0,1,"neutral",1,-1,1,-1
"970",81,19,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,1,"neutral",1,-1,1,-1
"971",81,19,"F","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"972",81,19,"F","Imagerie apres","A","neutral_4","renversé",0,2,"neutral",1,-1,1,-1
"973",82,19,"F","Imagerie apres","A","leading_1","3",1,4,"leading",1,-1,1,1
"974",82,19,"F","Imagerie apres","A","leading_2","Front",1,4,"leading",1,-1,1,1
"975",82,19,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,1,"leading",1,-1,1,1
"976",82,19,"F","Imagerie apres","A","leading_4","Tête",1,3,"leading",1,-1,1,1
"977",82,19,"F","Imagerie apres","A","misleading_1","Journalistes",0,2,"misleading",1,-1,-2,0
"978",82,19,"F","Imagerie apres","A","misleading_2","1er étage",1,3,"misleading",1,-1,-2,0
"979",82,19,"F","Imagerie apres","A","misleading_3","""députés tous pourris""",1,4,"misleading",1,-1,-2,0
"980",82,19,"F","Imagerie apres","A","misleading_4","blanche",0,4,"misleading",1,-1,-2,0
"981",82,19,"F","Imagerie apres","A","neutral_1","Homme",1,3,"neutral",1,-1,1,-1
"982",82,19,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,2,"neutral",1,-1,1,-1
"983",82,19,"F","Imagerie apres","A","neutral_3","salle",1,2,"neutral",1,-1,1,-1
"984",82,19,"F","Imagerie apres","A","neutral_4","matraque",1,4,"neutral",1,-1,1,-1
"985",83,20,"F","Imagerie apres","A","leading_1","3",1,5,"leading",1,-1,1,1
"986",83,20,"F","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"987",83,20,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"988",83,20,"F","Imagerie apres","A","leading_4","Tête",1,3,"leading",1,-1,1,1
"989",83,20,"F","Imagerie apres","A","misleading_1","Police",1,5,"misleading",1,-1,-2,0
"990",83,20,"F","Imagerie apres","A","misleading_2","2ème étage",0,3,"misleading",1,-1,-2,0
"991",83,20,"F","Imagerie apres","A","misleading_3","""députés tous pourris""",1,5,"misleading",1,-1,-2,0
"992",83,20,"F","Imagerie apres","A","misleading_4","blanche",0,2,"misleading",1,-1,-2,0
"993",83,20,"F","Imagerie apres","A","neutral_1","Homme",1,5,"neutral",1,-1,1,-1
"994",83,20,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,3,"neutral",1,-1,1,-1
"995",83,20,"F","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"996",83,20,"F","Imagerie apres","A","neutral_4","matraque",1,4,"neutral",1,-1,1,-1
"997",84,18,"F","Imagerie apres","A","leading_1","3",1,2,"leading",1,-1,1,1
"998",84,18,"F","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"999",84,18,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"1000",84,18,"F","Imagerie apres","A","leading_4","Tête",1,2,"leading",1,-1,1,1
"1001",84,18,"F","Imagerie apres","A","misleading_1","Journalistes",0,4,"misleading",1,-1,-2,0
"1002",84,18,"F","Imagerie apres","A","misleading_2","1er étage",1,2,"misleading",1,-1,-2,0
"1003",84,18,"F","Imagerie apres","A","misleading_3","""à bas les députés""",0,3,"misleading",1,-1,-2,0
"1004",84,18,"F","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1005",84,18,"F","Imagerie apres","A","neutral_1","Homme",1,4,"neutral",1,-1,1,-1
"1006",84,18,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,3,"neutral",1,-1,1,-1
"1007",84,18,"F","Imagerie apres","A","neutral_3","salle",1,4,"neutral",1,-1,1,-1
"1008",84,18,"F","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1009",85,19,"M","Imagerie apres","A","leading_1","2",0,4,"leading",1,-1,1,1
"1010",85,19,"M","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"1011",85,19,"M","Imagerie apres","A","leading_3","Quasiment pleine",1,5,"leading",1,-1,1,1
"1012",85,19,"M","Imagerie apres","A","leading_4","Tête",1,5,"leading",1,-1,1,1
"1013",85,19,"M","Imagerie apres","A","misleading_1","Journalistes",0,2,"misleading",1,-1,-2,0
"1014",85,19,"M","Imagerie apres","A","misleading_2","1er étage",1,5,"misleading",1,-1,-2,0
"1015",85,19,"M","Imagerie apres","A","misleading_3","""à bas les députés""",0,5,"misleading",1,-1,-2,0
"1016",85,19,"M","Imagerie apres","A","misleading_4","blanche",0,5,"misleading",1,-1,-2,0
"1017",85,19,"M","Imagerie apres","A","neutral_1","Homme",1,5,"neutral",1,-1,1,-1
"1018",85,19,"M","Imagerie apres","A","neutral_2","menaces d'attentat",0,5,"neutral",1,-1,1,-1
"1019",85,19,"M","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"1020",85,19,"M","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1021",86,20,"M","Imagerie apres","A","leading_1","3",1,4,"leading",1,-1,1,1
"1022",86,20,"M","Imagerie apres","A","leading_2","Front",1,4,"leading",1,-1,1,1
"1023",86,20,"M","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"1024",86,20,"M","Imagerie apres","A","leading_4","Tête",1,5,"leading",1,-1,1,1
"1025",86,20,"M","Imagerie apres","A","misleading_1","Police",1,5,"misleading",1,-1,-2,0
"1026",86,20,"M","Imagerie apres","A","misleading_2","2ème étage",0,2,"misleading",1,-1,-2,0
"1027",86,20,"M","Imagerie apres","A","misleading_3","""députés tous pourris""",1,5,"misleading",1,-1,-2,0
"1028",86,20,"M","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1029",86,20,"M","Imagerie apres","A","neutral_1","Homme",1,4,"neutral",1,-1,1,-1
"1030",86,20,"M","Imagerie apres","A","neutral_2","menaces d'assassinat",1,3,"neutral",1,-1,1,-1
"1031",86,20,"M","Imagerie apres","A","neutral_3","salle",1,4,"neutral",1,-1,1,-1
"1032",86,20,"M","Imagerie apres","A","neutral_4","matraque",1,4,"neutral",1,-1,1,-1
"1033",87,19,"M","Imagerie apres","A","leading_1","3",1,4,"leading",1,-1,1,1
"1034",87,19,"M","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"1035",87,19,"M","Imagerie apres","A","leading_3","Quasiment pleine",1,3,"leading",1,-1,1,1
"1036",87,19,"M","Imagerie apres","A","leading_4","Tête",1,5,"leading",1,-1,1,1
"1037",87,19,"M","Imagerie apres","A","misleading_1","Police",1,2,"misleading",1,-1,-2,0
"1038",87,19,"M","Imagerie apres","A","misleading_2","1er étage",1,3,"misleading",1,-1,-2,0
"1039",87,19,"M","Imagerie apres","A","misleading_3","""députés tous pourris""",1,4,"misleading",1,-1,-2,0
"1040",87,19,"M","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1041",87,19,"M","Imagerie apres","A","neutral_1","Homme",1,4,"neutral",1,-1,1,-1
"1042",87,19,"M","Imagerie apres","A","neutral_2","menaces d'assassinat",1,3,"neutral",1,-1,1,-1
"1043",87,19,"M","Imagerie apres","A","neutral_3","salle",1,4,"neutral",1,-1,1,-1
"1044",87,19,"M","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1045",88,20,"F","Imagerie apres","A","leading_1","2",0,2,"leading",1,-1,1,1
"1046",88,20,"F","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"1047",88,20,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"1048",88,20,"F","Imagerie apres","A","leading_4","Tête",1,5,"leading",1,-1,1,1
"1049",88,20,"F","Imagerie apres","A","misleading_1","Journalistes",0,3,"misleading",1,-1,-2,0
"1050",88,20,"F","Imagerie apres","A","misleading_2","2ème étage",0,4,"misleading",1,-1,-2,0
"1051",88,20,"F","Imagerie apres","A","misleading_3","""députés tous pourris""",1,3,"misleading",1,-1,-2,0
"1052",88,20,"F","Imagerie apres","A","misleading_4","bleue",1,4,"misleading",1,-1,-2,0
"1053",88,20,"F","Imagerie apres","A","neutral_1","Homme",1,3,"neutral",1,-1,1,-1
"1054",88,20,"F","Imagerie apres","A","neutral_2","menaces d'attentat",0,4,"neutral",1,-1,1,-1
"1055",88,20,"F","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"1056",88,20,"F","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1057",89,18,"F","Imagerie apres","A","leading_1","3",1,2,"leading",1,-1,1,1
"1058",89,18,"F","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"1059",89,18,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,1,"leading",1,-1,1,1
"1060",89,18,"F","Imagerie apres","A","leading_4","Tête",1,4,"leading",1,-1,1,1
"1061",89,18,"F","Imagerie apres","A","misleading_1","Journalistes",0,4,"misleading",1,-1,-2,0
"1062",89,18,"F","Imagerie apres","A","misleading_2","2ème étage",0,2,"misleading",1,-1,-2,0
"1063",89,18,"F","Imagerie apres","A","misleading_3","""à bas les députés""",0,3,"misleading",1,-1,-2,0
"1064",89,18,"F","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1065",89,18,"F","Imagerie apres","A","neutral_1","Femme",0,5,"neutral",1,-1,1,-1
"1066",89,18,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,2,"neutral",1,-1,1,-1
"1067",89,18,"F","Imagerie apres","A","neutral_3","salle",1,3,"neutral",1,-1,1,-1
"1068",89,18,"F","Imagerie apres","A","neutral_4","matraque",1,4,"neutral",1,-1,1,-1
"1069",90,19,"F","Imagerie apres","A","leading_1","3",1,3,"leading",1,-1,1,1
"1070",90,19,"F","Imagerie apres","A","leading_2","Front",1,5,"leading",1,-1,1,1
"1071",90,19,"F","Imagerie apres","A","leading_3","Quasiment vide",0,2,"leading",1,-1,1,1
"1072",90,19,"F","Imagerie apres","A","leading_4","Tête",1,5,"leading",1,-1,1,1
"1073",90,19,"F","Imagerie apres","A","misleading_1","Journalistes",0,5,"misleading",1,-1,-2,0
"1074",90,19,"F","Imagerie apres","A","misleading_2","2ème étage",0,4,"misleading",1,-1,-2,0
"1075",90,19,"F","Imagerie apres","A","misleading_3","""députés tous pourris""",1,5,"misleading",1,-1,-2,0
"1076",90,19,"F","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1077",90,19,"F","Imagerie apres","A","neutral_1","Homme",1,5,"neutral",1,-1,1,-1
"1078",90,19,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,3,"neutral",1,-1,1,-1
"1079",90,19,"F","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"1080",90,19,"F","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1081",91,19,"H","Imagerie apres","A","leading_1","3",1,5,"leading",1,-1,1,1
"1082",91,19,"H","Imagerie apres","A","leading_2","Front",1,1,"leading",1,-1,1,1
"1083",91,19,"H","Imagerie apres","A","leading_3","Quasiment vide",0,2,"leading",1,-1,1,1
"1084",91,19,"H","Imagerie apres","A","leading_4","Tête",1,4,"leading",1,-1,1,1
"1085",91,19,"H","Imagerie apres","A","misleading_1","Police",1,4,"misleading",1,-1,-2,0
"1086",91,19,"H","Imagerie apres","A","misleading_2","1er étage",1,2,"misleading",1,-1,-2,0
"1087",91,19,"H","Imagerie apres","A","misleading_3","""députés tous pourris""",1,5,"misleading",1,-1,-2,0
"1088",91,19,"H","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1089",91,19,"H","Imagerie apres","A","neutral_1","Homme",1,5,"neutral",1,-1,1,-1
"1090",91,19,"H","Imagerie apres","A","neutral_2","menaces d'attentat",0,3,"neutral",1,-1,1,-1
"1091",91,19,"H","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"1092",91,19,"H","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1093",92,20,"H","Imagerie apres","A","leading_1","3",1,4,"leading",1,-1,1,1
"1094",92,20,"H","Imagerie apres","A","leading_2","Front",1,2,"leading",1,-1,1,1
"1095",92,20,"H","Imagerie apres","A","leading_3","Quasiment pleine",1,1,"leading",1,-1,1,1
"1096",92,20,"H","Imagerie apres","A","leading_4","Tête",1,4,"leading",1,-1,1,1
"1097",92,20,"H","Imagerie apres","A","misleading_1","Police",1,2,"misleading",1,-1,-2,0
"1098",92,20,"H","Imagerie apres","A","misleading_2","2ème étage",0,2,"misleading",1,-1,-2,0
"1099",92,20,"H","Imagerie apres","A","misleading_3","""députés tous pourris""",1,4,"misleading",1,-1,-2,0
"1100",92,20,"H","Imagerie apres","A","misleading_4","bleue",1,1,"misleading",1,-1,-2,0
"1101",92,20,"H","Imagerie apres","A","neutral_1","Homme",1,4,"neutral",1,-1,1,-1
"1102",92,20,"H","Imagerie apres","A","neutral_2","menaces d'assassinat",1,1,"neutral",1,-1,1,-1
"1103",92,20,"H","Imagerie apres","A","neutral_3","salle",1,3,"neutral",1,-1,1,-1
"1104",92,20,"H","Imagerie apres","A","neutral_4","matraque",1,4,"neutral",1,-1,1,-1
"1105",93,19,"F","Imagerie apres","A","leading_1","3",1,4,"leading",1,-1,1,1
"1106",93,19,"F","Imagerie apres","A","leading_2","Bras",0,3,"leading",1,-1,1,1
"1107",93,19,"F","Imagerie apres","A","leading_3","Quasiment pleine",1,2,"leading",1,-1,1,1
"1108",93,19,"F","Imagerie apres","A","leading_4","Tête",1,2,"leading",1,-1,1,1
"1109",93,19,"F","Imagerie apres","A","misleading_1","Police",1,5,"misleading",1,-1,-2,0
"1110",93,19,"F","Imagerie apres","A","misleading_2","1er étage",1,2,"misleading",1,-1,-2,0
"1111",93,19,"F","Imagerie apres","A","misleading_3","""à bas les députés""",0,5,"misleading",1,-1,-2,0
"1112",93,19,"F","Imagerie apres","A","misleading_4","bleue",1,5,"misleading",1,-1,-2,0
"1113",93,19,"F","Imagerie apres","A","neutral_1","Homme",1,3,"neutral",1,-1,1,-1
"1114",93,19,"F","Imagerie apres","A","neutral_2","menaces d'assassinat",1,4,"neutral",1,-1,1,-1
"1115",93,19,"F","Imagerie apres","A","neutral_3","salle",1,5,"neutral",1,-1,1,-1
"1116",93,19,"F","Imagerie apres","A","neutral_4","matraque",1,5,"neutral",1,-1,1,-1
"1117",94,18,"F","Imagerie apres","B","leading_1","Police",1,4,"leading",1,-1,1,1
"1118",94,18,"F","Imagerie apres","B","leading_2","2ème étage",0,4,"leading",1,-1,1,1
"1119",94,18,"F","Imagerie apres","B","leading_3","""députés tous pourris""",1,5,"leading",1,-1,1,1
"1120",94,18,"F","Imagerie apres","B","leading_4","bleue",1,5,"leading",1,-1,1,1
"1121",94,18,"F","Imagerie apres","B","misleading_1","Femme",0,4,"misleading",1,-1,-2,0
"1122",94,18,"F","Imagerie apres","B","misleading_2","menaces d'attentat",0,5,"misleading",1,-1,-2,0
"1123",94,18,"F","Imagerie apres","B","misleading_3","place",0,4,"misleading",1,-1,-2,0
"1124",94,18,"F","Imagerie apres","B","misleading_4","matraque",1,5,"misleading",1,-1,-2,0
"1125",94,18,"F","Imagerie apres","B","neutral_1","3",1,2,"neutral",1,-1,1,-1
"1126",94,18,"F","Imagerie apres","B","neutral_2","Front",1,4,"neutral",1,-1,1,-1
"1127",94,18,"F","Imagerie apres","B","neutral_3","Quasiment pleine",1,2,"neutral",1,-1,1,-1
"1128",94,18,"F","Imagerie apres","B","neutral_4","Tête",1,5,"neutral",1,-1,1,-1
"1129",95,20,"F","Imagerie apres","B","leading_1","Police",1,4,"leading",1,-1,1,1
"1130",95,20,"F","Imagerie apres","B","leading_2","1er étage",1,2,"leading",1,-1,1,1
"1131",95,20,"F","Imagerie apres","B","leading_3","""députés tous pourris""",1,2,"leading",1,-1,1,1
"1132",95,20,"F","Imagerie apres","B","leading_4","bleue",1,1,"leading",1,-1,1,1
"1133",95,20,"F","Imagerie apres","B","misleading_1","Homme",1,3,"misleading",1,-1,-2,0
"1134",95,20,"F","Imagerie apres","B","misleading_2","menaces d'attentat",0,3,"misleading",1,-1,-2,0
"1135",95,20,"F","Imagerie apres","B","misleading_3","salle",1,4,"misleading",1,-1,-2,0
"1136",95,20,"F","Imagerie apres","B","misleading_4","matraque",1,4,"misleading",1,-1,-2,0
"1137",95,20,"F","Imagerie apres","B","neutral_1","3",1,4,"neutral",1,-1,1,-1
"1138",95,20,"F","Imagerie apres","B","neutral_2","Front",1,2,"neutral",1,-1,1,-1
"1139",95,20,"F","Imagerie apres","B","neutral_3","Quasiment pleine",1,3,"neutral",1,-1,1,-1
"1140",95,20,"F","Imagerie apres","B","neutral_4","Tête",1,3,"neutral",1,-1,1,-1
"1141",96,18,"F","Imagerie apres","B","leading_1","Journalistes",0,5,"leading",1,-1,1,1
"1142",96,18,"F","Imagerie apres","B","leading_2","1er étage",1,5,"leading",1,-1,1,1
